<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>,<OPENINT>,<OPENINT>
????_??6,20090601,9007.70,9013.20,9000.80,9006.30,89171028,161464483865.00,9913,5146925.60
????_??6,20090602,9011.90,9032.60,9010.40,9032.30,63475940,107872531902.00,10531,5145232.04
????_??6,20090603,9048.80,9082.40,9048.60,9081.70,69872316,122599033591.00,9307,5156660.13
????_??6,20090606,9104.00,9123.00,9104.00,9121.30,105222195,198688937132.00,11913,5180456.20
????_??6,20090607,9146.10,9195.20,9143.90,9195.10,130893227,258563618751.00,12754,5194393.85
????_??6,20090608,9199.20,9236.60,9199.20,9235.50,74538651,161368363515.00,9000,5236465.24
????_??6,20090609,9240.00,9280.10,9240.00,9278.50,51482053,92371535168.00,9496,5255017.87
????_??6,20090610,9299.70,9343.30,9299.70,9343.30,109826144,152744333725.00,12131,5447663.51
????_??6,20090613,9366.90,9384.70,9365.40,9365.40,213973005,313894128751.00,19435,5483176.02
????_??6,20090614,9370.80,9370.80,9310.30,9310.30,129127083,210251380001.00,12130,5489707.63
????_??6,20090615,9310.10,9310.10,9299.00,9299.00,81531960,100032606396.00,10344,5456617.24
????_??6,20090616,9295.60,9295.60,9270.80,9271.10,50257544,75307770668.00,5615,5448414.42
????_??6,20090617,9266.20,9266.20,9247.20,9247.20,50503100,82259449645.00,8432,5432000.31
????_??6,20090620,9245.70,9249.80,9242.30,9247.70,26358824,50691305664.00,4549,5409845.36
